Year,SERIES,UNIT_MEASURE,Vrsta proizvoda,Value
2011,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ugalj,0.7573
2012,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ugalj,0.73041
2013,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ugalj,0.69965
2014,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ugalj,0.69103
2015,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ugalj,0.7467600000000001
2016,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ugalj,0.74675
2017,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ugalj,0.7468600000000001
2000,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.10577
2001,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.13179000000000002
2002,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.14381
2003,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.0852
2004,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.14313
2005,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.13185
2006,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.12377
2007,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.08656
2008,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.11291
2009,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.11648
2010,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.09415
2011,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.09306
2012,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.07421
2013,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.09852000000000001
2014,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.08755
2015,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.08499
2016,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.08244
2017,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.08006
2000,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Usjevi,0.24453000000000003
2001,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Usjevi,0.2926
2002,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Usjevi,0.26429
2003,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Usjevi,0.1969
2004,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Usjevi,0.30693000000000004
2005,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Usjevi,0.2882
2006,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Usjevi,0.26408000000000004
2007,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Usjevi,0.22665
2008,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Usjevi,0.24105
2009,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Usjevi,0.24251999999999999
2010,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Usjevi,0.22227
2011,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Usjevi,0.21978000000000003
2012,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Usjevi,0.19512000000000002
2013,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Usjevi,0.22769
2014,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Usjevi,0.21616999999999997
2015,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Usjevi,0.21256
2016,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Usjevi,0.20889000000000002
2017,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Usjevi,0.20546
2000,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude željeza,0.030119999999999997
2001,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude željeza,0.021330000000000002
2002,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude željeza,0.016309999999999998
2003,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude željeza,0.02012
2004,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude željeza,0.02561
2005,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude željeza,0.12936
2006,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude željeza,0.13142
2007,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude željeza,0.1202
2008,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude željeza,0.13732
2009,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude željeza,0.13702
2010,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude željeza,0.04898
2011,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude željeza,0.06147999999999999
2012,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude željeza,0.05558
2013,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude željeza,0.0744
2014,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude željeza,0.07805
2015,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude željeza,0.08118
2016,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude željeza,0.084
2017,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude željeza,0.08666
2000,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Fosilna goriva,0.72149
2001,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Fosilna goriva,0.70527
2002,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Fosilna goriva,0.68965
2003,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Fosilna goriva,0.70903
2004,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Fosilna goriva,0.69216
2005,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Fosilna goriva,0.69411
2006,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Fosilna goriva,0.71773
2007,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Fosilna goriva,0.67098
2008,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Fosilna goriva,0.73092
2009,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Fosilna goriva,0.7944100000000001
2010,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Fosilna goriva,0.769
2011,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Fosilna goriva,0.86734
2012,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Fosilna goriva,0.82995
2013,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Fosilna goriva,0.7921600000000001
2014,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Fosilna goriva,0.77609
2015,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Fosilna goriva,0.83334
2016,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Fosilna goriva,0.83285
2017,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Fosilna goriva,0.8325299999999999
2000,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Prirodni gas,0.01415
2001,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Prirodni gas,0.00902
2002,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Prirodni gas,0.00812
2003,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Prirodni gas,0.01022
2004,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Prirodni gas,0.01515
2005,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Prirodni gas,0.01732
2006,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Prirodni gas,0.01728
2007,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Prirodni gas,0.01726
2008,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Prirodni gas,0.01624
2009,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Prirodni gas,0.00955
2010,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Prirodni gas,0.00993
2011,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Prirodni gas,0.0112
2012,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Prirodni gas,0.0104
2013,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Prirodni gas,0.007909999999999999
2014,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Prirodni gas,0.00727
2015,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Prirodni gas,0.00884
2016,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Prirodni gas,0.00854
2017,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Prirodni gas,0.00825
2000,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.01792
2001,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.00525
2002,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.0008
2003,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.00088
2004,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.00108
2005,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.00812
2006,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.02367
2007,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.04579
2008,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.03642
2009,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.03826
2010,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.05391
2011,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.04979
2012,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.043089999999999996
2013,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.04239
2014,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.04169
2015,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.04412
2016,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.04635
2017,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Stočna hrana i krmno bilje,0.04844
2000,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Metalne rude,0.05125
2001,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Metalne rude,0.0286
2002,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Metalne rude,0.02179
2003,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Metalne rude,0.0671
2004,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Metalne rude,0.0726
2005,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Metalne rude,0.19352
2006,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Metalne rude,0.17653
2007,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Metalne rude,0.15846
2008,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Metalne rude,0.18824000000000002
2009,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Metalne rude,0.16468
2010,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Metalne rude,0.10023
2011,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Metalne rude,0.11177999999999999
2012,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Metalne rude,0.10819000000000001
2013,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Metalne rude,0.1248
2014,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Metalne rude,0.12140999999999999
2015,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Metalne rude,0.12544
2016,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Metalne rude,0.12903
2017,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Metalne rude,0.13244
2000,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.02113
2001,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.00727
2002,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.00548
2003,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.04699
2004,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.04699
2005,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.06416000000000001
2006,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.045110000000000004
2007,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.03826
2008,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.05092
2009,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.02766
2010,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.05125
2011,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.0503
2012,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.0526
2013,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Rude obojenih metala,0.0504
