Year,SERIES,UNIT_MEASURE,Врста производа,Value
2008,Потрошња домаћих материјала,Тоне,Дивљи улов и жетва,10938.0
2009,Потрошња домаћих материјала,Тоне,Дивљи улов и жетва,10162.0
2010,Потрошња домаћих материјала,Тоне,Дивљи улов и жетва,9106.0
2011,Потрошња домаћих материјала,Тоне,Дивљи улов и жетва,8310.0
2012,Потрошња домаћих материјала,Тоне,Дивљи улов и жетва,8391.0
2013,Потрошња домаћих материјала,Тоне,Дивљи улов и жетва,8855.0
2014,Потрошња домаћих материјала,Тоне,Дивљи улов и жетва,8855.0
2015,Потрошња домаћих материјала,Тоне,Дивљи улов и жетва,8682.0
2016,Потрошња домаћих материјала,Тоне,Дивљи улов и жетва,8510.0
2017,Потрошња домаћих материјала,Тоне,Дивљи улов и жетва,8337.0
2000,Потрошња домаћих материјала,Тоне,Дрво,2478757.0
2001,Потрошња домаћих материјала,Тоне,Дрво,2185477.0
2002,Потрошња домаћих материјала,Тоне,Дрво,2454677.0
2003,Потрошња домаћих материјала,Тоне,Дрво,2390059.0
2004,Потрошња домаћих материјала,Тоне,Дрво,1830655.0
2005,Потрошња домаћих материјала,Тоне,Дрво,1925044.0
2006,Потрошња домаћих материјала,Тоне,Дрво,2120334.0
2007,Потрошња домаћих материјала,Тоне,Дрво,1853219.0
2008,Потрошња домаћих материјала,Тоне,Дрво,2035444.0
2009,Потрошња домаћих материјала,Тоне,Дрво,1716285.0
2010,Потрошња домаћих материјала,Тоне,Дрво,1926305.0
2011,Потрошња домаћих материјала,Тоне,Дрво,2013618.0
2012,Потрошња домаћих материјала,Тоне,Дрво,2088522.0
2013,Потрошња домаћих материјала,Тоне,Дрво,2221379.0
2014,Потрошња домаћих материјала,Тоне,Дрво,2132902.0
2015,Потрошња домаћих материјала,Тоне,Дрво,1994345.0
2016,Потрошња домаћих материјала,Тоне,Дрво,1982417.0
2017,Потрошња домаћих материјала,Тоне,Дрво,1970489.0
